Year,Code      Age  Both sexes        Male      Female
1986,48    TX   81       42285      14777       27508
1986,48    TX   82       37725      12986       24739
1986,48    TX   83       33179      11060       22119
1986,48    TX   84       30517       9862       20655
1986,48    TX   85      141873      40717      101156
1986,49    UT    0       36815      18983       17832
1986,49    UT    1       36465      18685       17780
1986,49    UT    2       36247      18499       17748
1986,49    UT    3       38156      19502       18654
1986,49    UT    4       39167      20090       19077
1986,49    UT    5       39378      20149       19229
1986,49    UT    6       40257      20650       19607
1986,49    UT    7       39515      20274       19241
1986,49    UT    8       36720      18815       17905
1986,49    UT    9       37417      19123       18294
1986,49    UT   10       33529      17249       16280
1986,49    UT   11       31423      16154       15269
1986,49    UT   12       29066      14845       14221
1986,49    UT   13       28623      14672       13951
1986,49    UT   14       28319      14490       13829
1986,49    UT   15       29705      15133       14572
1986,49    UT   16       28079      14339       13740
1986,49    UT   17       26809      13717       13092
1986,49    UT   18       26198      13192       13006
1986,49    UT   19       26522      12179       14343
1986,49    UT   20       25264      10917       14347
1986,49    UT   21       26240      12614       13626
1986,49    UT   22       27885      14434       13451
1986,49    UT   23       29012      15100       13912
1986,49    UT   24       32259      16842       15417
1986,49    UT   25       32544      16732       15812
1986,49    UT   26       29771      15127       14644
1986,49    UT   27       31744      16070       15674
1986,49    UT   28       30416      15405       15011
1986,49    UT   29       33459      16805       16654
1986,49    UT   30       32552      16363       16189
1986,49    UT   31       28527      14338       14189
1986,49    UT   32       27011      13607       13404
1986,49    UT   33       25101      12560       12541
1986,49    UT   34       24694      12453       12241
1986,49    UT   35       23389      11738       11651
1986,49    UT   36       21795      10879       10916
1986,49    UT   37       21688      10870       10818
1986,49    UT   38       20387      10229       10158
1986,49    UT   39       22918      11402       11516
1986,49    UT   40       16551       8256        8295
1986,49    UT   41       16249       8138        8111
1986,49    UT   42       16885       8424        8461
1986,49    UT   43       17230       8525        8705
1986,49    UT   44       15028       7471        7557
1986,49    UT   45       14001       6916        7085
1986,49    UT   46       13189       6541        6648
1986,49    UT   47       13471       6700        6771
1986,49    UT   48       12539       6234        6305
1986,49    UT   49       12663       6209        6454
1986,49    UT   50       12467       6131        6336
1986,49    UT   51       11848       5886        5962
1986,49    UT   52       11241       5564        5677
1986,49    UT   53       11026       5396        5630
1986,49    UT   54       11290       5553        5737
1986,49    UT   55       11423       5566        5857
1986,49    UT   56       11384       5553        5831
1986,49    UT   57       11599       5662        5937
1986,49    UT   58       10771       5250        5521
1986,49    UT   59       10958       5267        5691
1986,49    UT   60       10907       5176        5731
1986,49    UT   61       10646       5071        5575
1986,49    UT   62       10502       5074        5428
1986,49    UT   63        9957       4742        5215
1986,49    UT   64       10364       4941        5423
1986,49    UT   65        9669       4629        5040
1986,49    UT   66        9201       4300        4901
1986,49    UT   67        9042       4204        4838
1986,49    UT   68        8750       4069        4681
1986,49    UT   69        8313       3819        4494
1986,49    UT   70        7892       3628        4264
1986,49    UT   71        7409       3305        4104
1986,49    UT   72        6943       3059        3884
1986,49    UT   73        6672       2947        3725
1986,49    UT   74        6509       2791        3718
1986,49    UT   75        6021       2579        3442
1986,49    UT   76        5565       2329        3236
1986,49    UT   77        5166       2075        3091
1986,49    UT   78        4807       1897        2910
1986,49    UT   79        4220       1657        2563
1986,49    UT   80        3956       1537        2419
1986,49    UT   81        3494       1347        2147
1986,49    UT   82        3140       1186        1954
1986,49    UT   83        2807       1015        1792
1986,49    UT   84        2565        911        1654
1986,49    UT   85       11442       3765        7677
1986,50    VT    0        8046       4164        3882
1986,50    VT    1        7930       4037        3893
1986,50    VT    2        7786       3981        3805
1986,50    VT    3        7989       4108        3881
1986,50    VT    4        8103       4177        3926
1986,50    VT    5        8015       4137        3878
1986,50    VT    6        7763       3985        3778
1986,50    VT    7        7670       3905        3765
1986,50    VT    8        7089       3634        3455
1986,50    VT    9        7499       3898        3601
1986,50    VT   10        7216       3725        3491
1986,50    VT   11        7122       3615        3507
1986,50    VT   12        6845       3501        3344
1986,50    VT   13        7239       3739        3500
1986,50    VT   14        7872       4064        3808
1986,50    VT   15        8673       4493        4180
1986,50    VT   16        8624       4424        4200
1986,50    VT   17        8422       4307        4115
1986,50    VT   18        8772       4341        4431
1986,50    VT   19        9299       4588        4711
1986,50    VT   20        9254       4643        4611
1986,50    VT   21        9490       4752        4738
1986,50    VT   22        9147       4620        4527
1986,50    VT   23        8818       4401        4417
1986,50    VT   24        9860       4883        4977
1986,50    VT   25       10890       5422        5468
1986,50    VT   26       10207       5011        5196
1986,50    VT   27       10276       5028        5248
1986,50    VT   28        8664       4240        4424
1986,50    VT   29        8558       4210        4348
1986,50    VT   30        8513       4250        4263
1986,50    VT   31        8382       4136        4246
1986,50    VT   32        9166       4564        4602
1986,50    VT   33        9405       4643        4762
1986,50    VT   34        9689       4800        4889
1986,50    VT   35        9411       4600        4811
1986,50    VT   36        8978       4473        4505
1986,50    VT   37        9025       4511        4514
1986,50    VT   38        8588       4260        4328
1986,50    VT   39        9770       4808        4962
1986,50    VT   40        6978       3479        3499
1986,50    VT   41        6804       3437        3367
1986,50    VT   42        6707       3406        3301
1986,50    VT   43        7102       3570        3532
1986,50    VT   44        6210       3116        3094
1986,50    VT   45        5590       2802        2788
1986,50    VT   46        5282       2718        2564
1986,50    VT   47        5118       2557        2561
1986,50    VT   48        4789       2387        2402
1986,50    VT   49        4787       2380        2407
1986,50    VT   50        4781       2375        2406
1986,50    VT   51        4590       2264        2326
1986,50    VT   52        4424       2211        2213
1986,50    VT   53        4362       2154        2208
1986,50    VT   54        4659       2269        2390
1986,50    VT   55        4654       2255        2399
1986,50    VT   56        4580       2256        2324
1986,50    VT   57        4736       2264        2472
1986,50    VT   58        4605       2246        2359
1986,50    VT   59        4439       2113        2326
1986,50    VT   60        4465       2060        2405
1986,50    VT   61        4422       2084        2338
1986,50    VT   62        4242       2035        2207
1986,50    VT   63        4289       2058        2231
1986,50    VT   64        4345       2021        2324
1986,50    VT   65        4289       2038        2251
1986,50    VT   66        3967       1836        2131
1986,50    VT   67        3948       1801        2147
1986,50    VT   68        3792       1703        2089
1986,50    VT   69        3662       1657        2005
1986,50    VT   70        3429       1495        1934
1986,50    VT   71        3344       1458        1886
1986,50    VT   72        3151       1340        1811
1986,50    VT   73        3016       1294        1722
1986,50    VT   74        2964       1246        1718
1986,50    VT   75        2862       1159        1703
1986,50    VT   76        2600       1013        1587
1986,50    VT   77        2485        957        1528
1986,50    VT   78        2342        891        1451
1986,50    VT   79        2149        796        1353
1986,50    VT   80        1950        665        1285
1986,50    VT   81        1765        611        1154
1986,50    VT   82        1610        559        1051
1986,50    VT   83        1402        473         929
1986,50    VT   84        1267        403         864
1986,50    VT   85        7036       1791        5245
1986,51    VA    0       85658      43867       41791
1986,51    VA    1       82294      42062       40232
1986,51    VA    2       78923      40279       38644
1986,51    VA    3       80362      40932       39430
1986,51    VA    4       80638      41317       39321
1986,51    VA    5       79095      40511       38584
1986,51    VA    6       78585      40210       38375
1986,51    VA    7       77709      39710       37999
1986,51    VA    8       73501      37699       35802
1986,51    VA    9       76837      39371       37466
1986,51    VA   10       74022      37870       36152
1986,51    VA   11       74901      38412       36489
1986,51    VA   12       74017      37876       36141
1986,51    VA   13       77946      39624       38322
1986,51    VA   14       84009      42866       41143
1986,51    VA   15       91540      46731       44809
1986,51    VA   16       90508      46390       44118
1986,51    VA   17       89702      45872       43830
1986,51    VA   18       89767      45659       44108
1986,51    VA   19      100220      51915       48305
1986,51    VA   20      104491      54996       49495
1986,51    VA   21      109422      57589       51833
1986,51    VA   22      110581      57924       52657
1986,51    VA   23      110293      56703       53590
1986,51    VA   24      110450      56424       54026
1986,51    VA   25      110800      56190       54610
1986,51    VA   26      109990      55668       54322
1986,51    VA   27      111717      56180       55537
1986,51    VA   28      108068      54020       54048
1986,51    VA   29      116169      58046       58123
1986,51    VA   30      109257      54312       54945
1986,51    VA   31      104353      51925       52428
1986,51    VA   32      103080      51160       51920
1986,51    VA   33      100405      49609       50796
1986,51    VA   34      100104      49637       50467
1986,51    VA   35       97052      47856       49196
1986,51    VA   36       93443      46063       47380
1986,51    VA   37       95527      47223       48304
1986,51    VA   38       92588      45800       46788
1986,51    VA   39      106963      52972       53991
1986,51    VA   40       77524      38344       39180
1986,51    VA   41       76664      38012       38652
1986,51    VA   42       77323      38241       39082
1986,51    VA   43       80961      40090       40871
1986,51    VA   44       72240      35778       36462
1986,51    VA   45       66362      32877       33485
1986,51    VA   46       62616      30978       31638
1986,51    VA   47       62288      30776       31512
1986,51    VA   48       57474      28388       29086
1986,51    VA   49       58461      28898       29563
1986,51    VA   50       56641      27940       28701
1986,51    VA   51       53930      26609       27321
1986,51    VA   52       51812      25522       26290
1986,51    VA   53       52084      25409       26675
1986,51    VA   54       52998      25654       27344
1986,51    VA   55       52175      25160       27015
1986,51    VA   56       52726      25439       27287
1986,51    VA   57       53167      25514       27653
1986,51    VA   58       51151      24451       26700
1986,51    VA   59       51358      24291       27067
1986,51    VA   60       49857      23411       26446
1986,51    VA   61       50048      23489       26559
1986,51    VA   62       49040      22811       26229
1986,51    VA   63       47654      22022       25632
1986,51    VA   64       49783      22762       27021
1986,51    VA   65       47216      21671       25545
1986,51    VA   66       43825      19774       24051
1986,51    VA   67       41381      18630       22751
1986,51    VA   68       39688      17761       21927
1986,51    VA   69       37604      16195       21409
1986,51    VA   70       34800      14865       19935
1986,51    VA   71       33500      14284       19216
1986,51    VA   72       30997      12949       18048
1986,51    VA   73       29542      11922       17620
1986,51    VA   74       28717      11368       17349
1986,51    VA   75       26367      10325       16042
1986,51    VA   76       24255       9240       15015
1986,51    VA   77       22480       8326       14154
1986,51    VA   78       20497       7535       12962
1986,51    VA   79       19380       6892       12488
1986,51    VA   80       16792       5690       11102
1986,51    VA   81       14756       4817        9939
1986,51    VA   82       13196       4285        8911
1986,51    VA   83       11642       3651        7991
1986,51    VA   84       10559       3184        7375
1986,51    VA   85       53173      14066       39107
1986,53    WA    0       70290      36016       34274
1986,53    WA    1       68387      35040       33347
1986,53    WA    2       66641      34064       32577
1986,53    WA    3       68308      35029       33279
1986,53    WA    4       69185      35348       33837
1986,53    WA    5       68740      35202       33538
1986,53    WA    6       67733      34805       32928
1986,53    WA    7       65879      33651       32228
1986,53    WA    8       60707      31078       29629
1986,53    WA    9       63423      32516       30907
1986,53    WA   10       59633      30780       28853
1986,53    WA   11       58191      29956       28235
1986,53    WA   12       56050      28688       27362
1986,53    WA   13       56690      29042       27648
1986,53    WA   14       60562      31159       29403
1986,53    WA   15       68080      35051       33029
1986,53    WA   16       67340      34712       32628
1986,53    WA   17       67792      34732       33060
1986,53    WA   18       62712      32026       30686
1986,53    WA   19       65193      33443       31750
1986,53    WA   20       66337      34467       31870
1986,53    WA   21       68674      35787       32887
1986,53    WA   22       72401      37608       34793
1986,53    WA   23       74978      38645       36333
1986,53    WA   24       77513      39898       37615
1986,53    WA   25       80311      41054       39257
1986,53    WA   26       79715      40528       39187
1986,53    WA   27       82183      41853       40330
1986,53    WA   28       81414      41271       40143
1986,53    WA   29       89444      45290       44154
1986,53    WA   30       86179      43552       42627
1986,53    WA   31       83572      42154       41418
1986,53    WA   32       83195      41870       41325
1986,53    WA   33       81352      40670       40682
1986,53    WA   34       81387      41006       40381
1986,53    WA   35       78707      39373       39334
1986,53    WA   36       74665      37354       37311
1986,53    WA   37       74643      37490       37153
1986,53    WA   38       71207      35940       35267
1986,53    WA   39       82230      41604       40626
1986,53    WA   40       58685      29498       29187
1986,53    WA   41       57930      29147       28783
1986,53    WA   42       58434      29388       29046
1986,53    WA   43       59371      29841       29530
1986,53    WA   44       52527      26511       26016
1986,53    WA   45       47719      24045       23674
1986,53    WA   46       44319      22293       22026
1986,53    WA   47       44756      22649       22107
1986,53    WA   48       41383      20918       20465
1986,53    WA   49       42183      21471       20712
1986,53    WA   50       40369      20259       20110
1986,53    WA   51       38147      19135       19012
1986,53    WA   52       37047      18612       18435
1986,53    WA   53       35999      17866       18133
1986,53    WA   54       37685      18667       19018
1986,53    WA   55       37865      18568       19297
1986,53    WA   56       38052      18784       19268
1986,53    WA   57       38784      18933       19851
1986,53    WA   58       36826      17962       18864
1986,53    WA   59       37478      18302       19176
1986,53    WA   60       36847      17672       19175
1986,53    WA   61       37870      18145       19725
1986,53    WA   62       37370      17903       19467
1986,53    WA   63       37093      17646       19447
1986,53    WA   64       39042      18489       20553
1986,53    WA   65       38574      18315       20259
1986,53    WA   66       36075      17063       19012
1986,53    WA   67       34221      16020       18201
1986,53    WA   68       33509      15670       17839
1986,53    WA   69       31931      14747       17184
1986,53    WA   70       29607      13522       16085
1986,53    WA   71       28866      12959       15907
1986,53    WA   72       26772      11925       14847
1986,53    WA   73       25583      11030       14553
1986,53    WA   74       24579      10501       14078
1986,53    WA   75       22880       9748       13132
1986,53    WA   76       20987       8743       12244
1986,53    WA   77       19354       7899       11455
1986,53    WA   78       18060       7121       10939
1986,53    WA   79       16127       6299        9828
1986,53    WA   80       14550       5537        9013
1986,53    WA   81       13387       4928        8459
1986,53    WA   82       11926       4277        7649
1986,53    WA   83       10684       3715        6969
1986,53    WA   84        9610       3201        6409
1986,53    WA   85       50016      14201       35815
1986,54    WV    0       23330      12012       11318
1986,54    WV    1       23353      11957       11396
1986,54    WV    2       23644      12135       11509
1986,54    WV    3       25407      12989       12418
1986,54    WV    4       26451      13626       12825
1986,54    WV    5       27175      14008       13167
1986,54    WV    6       28354      14595       13759
1986,54    WV    7       28316      14459       13857
1986,54    WV    8       27188      13948       13240
1986,54    WV    9       28618      14797       13821
1986,54    WV   10       27503      14243       13260
1986,54    WV   11       28253      14483       13770
1986,54    WV   12       27509      14119       13390
1986,54    WV   13       29064      14950       14114
1986,54    WV   14       30508      15762       14746
1986,54    WV   15       32037      16526       15511
1986,54    WV   16       31009      15969       15040
1986,54    WV   17       30301      15519       14782
1986,54    WV   18       29284      14827       14457
1986,54    WV   19       30057      15036       15021
1986,54    WV   20       29038      14464       14574
1986,54    WV   21       29036      14392       14644
1986,54    WV   22       28528      14151       14377
1986,54    WV   23       27912      13744       14168
1986,54    WV   24       28348      13814       14534
1986,54    WV   25       29270      14310       14960
1986,54    WV   26       29153      14242       14911
1986,54    WV   27       30227      14620       15607
1986,54    WV   28       28662      14021       14641
1986,54    WV   29       30492      14835       15657
1986,54    WV   30       29088      14253       14835
1986,54    WV   31       28469      13906       14563
1986,54    WV   32       28961      14340       14621
1986,54    WV   33       29241      14323       14918
1986,54    WV   34       30073      14777       15296
1986,54    WV   35       29298      14530       14768
1986,54    WV   36       28064      13920       14144
1986,54    WV   37       28502      13956       14546
1986,54    WV   38       26928      13249       13679
1986,54    WV   39       30587      15183       15404
1986,54    WV   40       21563      10605       10958
1986,54    WV   41       20993      10376       10617
1986,54    WV   42       21371      10621       10750
1986,54    WV   43       22531      11147       11384
1986,54    WV   44       21000      10372       10628
1986,54    WV   45       19559       9637        9922
1986,54    WV   46       18718       9182        9536
1986,54    WV   47       19342       9338       10004
1986,54    WV   48       18636       8995        9641
1986,54    WV   49       19061       9251        9810
1986,54    WV   50       18661       9009        9652
1986,54    WV   51       18179       8792        9387
1986,54    WV   52       17081       8276        8805
1986,54    WV   53       17167       8161        9006
1986,54    WV   54       18273       8690        9583
1986,54    WV   55       18188       8626        9562
1986,54    WV   56       19298       9157       10141
1986,54    WV   57       20137       9378       10759
1986,54    WV   58       19833       9137       10696
1986,54    WV   59       20426       9352       11074
1986,54    WV   60       19760       8898       10862
1986,54    WV   61       20063       9158       10905
1986,54    WV   62       19492       8920       10572
1986,54    WV   63       18851       8665       10186
1986,54    WV   64       19804       9145       10659
1986,54    WV   65       17981       8163        9818
1986,54    WV   66       16915       7555        9360
1986,54    WV   67       16648       7350        9298
1986,54    WV   68       16003       7009        8994
1986,54    WV   69       15783       6767        9016
1986,54    WV   70       14579       6178        8401
1986,54    WV   71       14282       6042        8240
1986,54    WV   72       13691       5751        7940
1986,54    WV   73       13211       5406        7805
1986,54    WV   74       12786       5168        7618
1986,54    WV   75       11757       4722        7035
1986,54    WV   76       10983       4294        6689
1986,54    WV   77       10288       3954        6334
1986,54    WV   78        9332       3514        5818
1986,54    WV   79        8648       3175        5473
1986,54    WV   80        7611       2736        4875
1986,54    WV   81        6732       2390        4342
1986,54    WV   82        6087       2127        3960
1986,54    WV   83        5515       1811        3704
1986,54    WV   84        4832       1594        3238
1986,54    WV   85       23461       7061       16400
1986,55    WI    0       73525      37677       35848
1986,55    WI    1       72268      37119       35149
1986,55    WI    2       70397      36003       34394
1986,55    WI    3       72165      37036       35129
1986,55    WI    4       72727      37220       35507
1986,55    WI    5       72207      37092       35115
1986,55    WI    6       72716      37178       35538
1986,55    WI    7       71280      36469       34811
1986,55    WI    8       66846      34245       32601
1986,55    WI    9       69450      35611       33839
1986,55    WI   10       65956      33939       32017
1986,55    WI   11       65782      33852       31930
1986,55    WI   12       62859      32180       30679
1986,55    WI   13       64106      32920       31186
1986,55    WI   14       68229      35064       33165
1986,55    WI   15       75985      39161       36824
1986,55    WI   16       75672      38847       36825
1986,55    WI   17       74896      38345       36551
1986,55    WI   18       72995      36749       36246
1986,55    WI   19       78911      39077       39834
1986,55    WI   20       79396      39450       39946
1986,55    WI   21       82127      40696       41431
1986,55    WI   22       83510      41656       41854
1986,55    WI   23       83477      42015       41462
1986,55    WI   24       85956      43095       42861
1986,55    WI   25       88776      44489       44287
1986,55    WI   26       85989      43025       42964
1986,55    WI   27       85845      42937       42908
1986,55    WI   28       80637      40400       40237
1986,55    WI   29       84419      42191       42228
1986,55    WI   30       81367      40597       40770
1986,55    WI   31       78319      39308       39011
1986,55    WI   32       77981      38845       39136
1986,55    WI   33       76452      38129       38323
1986,55    WI   34       77673      38989       38684
1986,55    WI   35       74527      37227       37300
1986,55    WI   36       70158      35097       35061
1986,55    WI   37       69876      34692       35184
1986,55    WI   38       65330      32586       32744
1986,55    WI   39       75083      37573       37510
1986,55    WI   40       54433      27191       27242
1986,55    WI   41       53272      26670       26602
1986,55    WI   42       53726      26878       26848
1986,55    WI   43       57367      28583       28784
1986,55    WI   44       51393      25616       25777
1986,55    WI   45       47436      23569       23867
1986,55    WI   46       44713      22205       22508
1986,55    WI   47       45761      22586       23175
1986,55    WI   48       43111      21326       21785
1986,55    WI   49       44305      21889       22416
1986,55    WI   50       43670      21519       22151
1986,55    WI   51       40910      20291       20619
1986,55    WI   52       39745      19641       20104
1986,55    WI   53       40010      19758       20252
1986,55    WI   54       42316      20784       21532
1986,55    WI   55       43235      21099       22136
1986,55    WI   56       43361      21257       22104
1986,55    WI   57       44283      21511       22772
1986,55    WI   58       43047      20760       22287
1986,55    WI   59       43630      20857       22773
1986,55    WI   60       42573      20102       22471
1986,55    WI   61       42663      20252       22411
1986,55    WI   62       41298      19562       21736
1986,55    WI   63       40800      19463       21337
1986,55    WI   64       41887      19827       22060
1986,55    WI   65       40271      18754       21517
1986,55    WI   66       37637      17267       20370
1986,55    WI   67       38396      17475       20921
1986,55    WI   68       37000      16573       20427
1986,55    WI   69       37446      16655       20791
1986,55    WI   70       35097      15476       19621
1986,55    WI   71       33155      14303       18852
1986,55    WI   72       31885      13756       18129
1986,55    WI   73       30340      12900       17440
1986,55    WI   74       29436      12259       17177
1986,55    WI   75       28052      11730       16322
1986,55    WI   76       26197      10574       15623
1986,55    WI   77       24326       9680       14646
1986,55    WI   78       22781       8955       13826
1986,55    WI   79       20606       7837       12769
1986,55    WI   80       19150       7190       11960
1986,55    WI   81       17723       6395       11328
1986,55    WI   82       16041       5743       10298
1986,55    WI   83       14522       5049        9473
1986,55    WI   84       13070       4460        8610
1986,55    WI   85       67679      19625       48054
1986,56    WY    0        9057       4639        4418
1986,56    WY    1        9212       4747        4465
1986,56    WY    2        9362       4773        4589
1986,56    WY    3        9989       5135        4854
1986,56    WY    4       10189       5163        5026
1986,56    WY    5       10095       5148        4947
1986,56    WY    6        9639       4997        4642
1986,56    WY    7        9033       4635        4398
1986,56    WY    8        8013       4106        3907
1986,56    WY    9        8369       4263        4106
1986,56    WY   10        8140       4190        3950
1986,56    WY   11        7992       4134        3858
1986,56    WY   12        7779       4060        3719
1986,56    WY   13        7734       3959        3775
1986,56    WY   14        8001       4116        3885
1986,56    WY   15        8545       4446        4099
1986,56    WY   16        8423       4316        4107
1986,56    WY   17        7565       3899        3666
1986,56    WY   18        6873       3591        3282
1986,56    WY   19        6935       3638        3297
1986,56    WY   20        6716       3539        3177
1986,56    WY   21        6646       3441        3205
1986,56    WY   22        6825       3524        3301
1986,56    WY   23        6959       3549        3410
1986,56    WY   24        7370       3829        3541
1986,56    WY   25        8105       4137        3968
1986,56    WY   26        8273       4198        4075
1986,56    WY   27        8685       4422        4263
1986,56    WY   28        8750       4462        4288
1986,56    WY   29        9857       4956        4901
1986,56    WY   30        9742       4981        4761
1986,56    WY   31        9568       4888        4680
1986,56    WY   32        9386       4823        4563
1986,56    WY   33        8995       4602        4393
1986,56    WY   34        8953       4591        4362
1986,56    WY   35        8490       4319        4171
1986,56    WY   36        7977       4169        3808
1986,56    WY   37        7880       4054        3826
1986,56    WY   38        7290       3797        3493
1986,56    WY   39        7981       4090        3891
1986,56    WY   40        5713       2978        2735
1986,56    WY   41        5799       3045        2754
1986,56    WY   42        6014       3148        2866
1986,56    WY   43        6148       3109        3039
1986,56    WY   44        5475       2838        2637
1986,56    WY   45        5114       2594        2520
1986,56    WY   46        4853       2443        2410
1986,56    WY   47        4936       2535        2401
1986,56    WY   48        4524       2329        2195
1986,56    WY   49        4757       2405        2352
1986,56    WY   50        4510       2322        2188
1986,56    WY   51        4295       2174        2121
1986,56    WY   52        4186       2164        2022
1986,56    WY   53        4032       2065        1967
1986,56    WY   54        4302       2190        2112
1986,56    WY   55        4207       2098        2109
1986,56    WY   56        4370       2191        2179
1986,56    WY   57        4684       2323        2361
1986,56    WY   58        4419       2195        2224
1986,56    WY   59        4548       2228        2320
1986,56    WY   60        4270       2114        2156
1986,56    WY   61        4239       2084        2155
1986,56    WY   62        4144       2063        2081
1986,56    WY   63        4040       2014        2026
1986,56    WY   64        4236       2102        2134
1986,56    WY   65        3059       1452        1607
1986,56    WY   66        2900       1382        1518
1986,56    WY   67        2855       1348        1507
1986,56    WY   68        2650       1211        1439
1986,56    WY   69        2688       1174        1514
1986,56    WY   70        2498       1102        1396
1986,56    WY   71        2340       1062        1278
1986,56    WY   72        2226       1013        1213
1986,56    WY   73        2084        926        1158
1986,56    WY   74        2057        918        1139
1986,56    WY   75        1903        799        1104
1986,56    WY   76        1764        739        1025
1986,56    WY   77        1571        651         920
1986,56    WY   78        1502        594         908
1986,56    WY   79        1374        536         838
1986,56    WY   80        1218        456         762
1986,56    WY   81        1074        394         680
1986,56    WY   82         954        361         593
1986,56    WY   83         855        304         551
1986,56    WY   84         754        264         490
1986,56    WY   85        4090       1311        2779
1987,01    AL   0       57822       29647       28175
1987,01    AL   1       57242       29259       27983
1987,01    AL   2       57542       29332       28210
1987,01    AL   3       56727       29116       27611
1987,01    AL   4       58961       30051       28910
1987,01    AL   5       59466       30359       29107
1987,01    AL   6       60342       30825       29517
1987,01    AL   7       61389       31374       30015
1987,01    AL   8       57706       29502       28204
1987,01    AL   9       60333       30953       29380
1987,01    AL  10       60653       31058       29595
1987,01    AL  11       56894       29074       27820
1987,01    AL  12       59146       30136       29010
1987,01    AL  13       59389       30315       29074
1987,01    AL  14       61751       31549       30202
1987,01    AL  15       65246       33269       31977
1987,01    AL  16       68348       35055       33293
1987,01    AL  17       66955       34220       32735
1987,01    AL  18       64613       32539       32074
1987,01    AL  19       66050       32724       33326
1987,01    AL  20       65725       32492       33233
1987,01    AL  21       66376       32623       33753
1987,01    AL  22       67734       33463       34271
1987,01    AL  23       67879       33654       34225
1987,01    AL  24       67935       33670       34265
1987,01    AL  25       68875       33975       34900
1987,01    AL  26       69803       34418       35385
1987,01    AL  27       68944       34119       34825
1987,01    AL  28       64023       31438       32585
1987,01    AL  29       69226       33988       35238
1987,01    AL  30       67361       33096       34265
1987,01    AL  31       63725       31073       32652
1987,01    AL  32       63166       30702       32464
1987,01    AL  33       62460       30380       32080
1987,01    AL  34       62055       30361       31694
1987,01    AL  35       60727       29452       31275
1987,01    AL  36       57884       28195       29689
1987,01    AL  37       57220       27770       29450
1987,01    AL  38       54479       26408       28071
1987,01    AL  39       60325       29425       30900
1987,01    AL  40       62397       30283       32114
1987,01    AL  41       44812       21792       23020
1987,01    AL  42       45893       22332       23561
1987,01    AL  43       46750       22559       24191
1987,01    AL  44       50444       24538       25906
1987,01    AL  45       43613       21137       22476
1987,01    AL  46       41296       20014       21282
1987,01    AL  47       40839       19634       21205
1987,01    AL  48       39088       18786       20302
1987,01    AL  49       41619       20018       21601
1987,01    AL  50       38790       18482       20308
1987,01    AL  51       37777       17871       19906
1987,01    AL  52       37713       17784       19929
1987,01    AL  53       37130       17568       19562
1987,01    AL  54       37143       17506       19637
1987,01    AL  55       36842       17256       19586
1987,01    AL  56       37019       17373       19646
1987,01    AL  57       38157       18030       20127
1987,01    AL  58       35965       16723       19242
1987,01    AL  59       38981       17910       21071
1987,01    AL  60       37710       17104       20606
1987,01    AL  61       36391       16507       19884
1987,01    AL  62       35816       16095       19721
1987,01    AL  63       35352       15989       19363
1987,01    AL  64       35490       15862       19628
1987,01    AL  65       35433       15827       19606
1987,01    AL  66       33652       14972       18680
1987,01    AL  67       33661       14749       18912
1987,01    AL  68       30669       13314       17355
1987,01    AL  69       28693       12335       16358
1987,01    AL  70       27989       11926       16063
1987,01    AL  71       28157       11575       16582
1987,01    AL  72       25902       10493       15409
1987,01    AL  73       25371       10142       15229
1987,01    AL  74       24874        9758       15116
1987,01    AL  75       23413        9132       14281
1987,01    AL  76       21599        8249       13350
1987,01    AL  77       20205        7648       12557
1987,01    AL  78       18107        6722       11385
1987,01    AL  79       17329        6276       11053
1987,01    AL  80       15369        5370        9999
1987,01    AL  81       13298        4530        8768
1987,01    AL  82       11998        3982        8016
1987,01    AL  83       10812        3450        7362
1987,01    AL  84        9765        3023        6742
1987,01    AL  85       43437       12283       31154
1987,02    AK   0       12102        6176        5926
1987,02    AK   1       12511        6455        6056
1987,02    AK   2       12595        6490        6105
1987,02    AK   3       12112        6195        5917
1987,02    AK   4       11741        6045        5696
1987,02    AK   5       10785        5553        5232
1987,02    AK   6       10091        5153        4938
1987,02    AK   7        9477        4884        4593
1987,02    AK   8        8865        4575        4290
1987,02    AK   9        9096        4682        4414
1987,02    AK  10        9332        4835        4497
1987,02    AK  11        8594        4506        4088
1987,02    AK  12        8568        4432        4136
1987,02    AK  13        8289        4298        3991
1987,02    AK  14        8385        4358        4027
1987,02    AK  15        8602        4498        4104
1987,02    AK  16        9105        4735        4370
1987,02    AK  17        8010        4178        3832
1987,02    AK  18        7250        3820        3430
1987,02    AK  19        7567        4138        3429
1987,02    AK  20        8185        4546        3639
1987,02    AK  21        8581        4803        3778
1987,02    AK  22        8953        4900        4053
1987,02    AK  23        9392        5053        4339
1987,02    AK  24        9683        5164        4519
1987,02    AK  25        8465        4580        3885
1987,02    AK  26        8021        4382        3639
1987,02    AK  27        8735        4736        3999
1987,02    AK  28       10675        5594        5081
1987,02    AK  29       13030        6808        6222
1987,02    AK  30       13084        6841        6243
1987,02    AK  31       12921        6604        6317
1987,02    AK  32       13189        6822        6367
1987,02    AK  33       12540        6454        6086
1987,02    AK  34       12694        6554        6140
1987,02    AK  35       11688        6084        5604
1987,02    AK  36       10803        5759        5044
1987,02    AK  37       10562        5662        4900
1987,02    AK  38        9867        5242        4625
1987,02    AK  39       10395        5685        4710
1987,02    AK  40       10114        5488        4626
1987,02    AK  41        7305        3977        3328
1987,02    AK  42        7213        3952        3261
1987,02    AK  43        7180        3868        3312
